feature,weight
nlp:tfidf__sourc you control,0.0
nlp:tfidf__sourc would deal,0.0
nlp:tfidf__soulbond ( you,0.0
nlp:tfidf__sorceri spell you,0.0
nlp:tfidf__sorceri spell cardnam,0.0
nlp:tfidf__sorceri spell .,0.0
nlp:tfidf__sorceri card your,0.0
nlp:tfidf__sorceri . card,0.0
nlp:tfidf__soon come your,0.0
nlp:tfidf__soldier creatur token,0.0
nlp:tfidf__six card your,0.0
nlp:tfidf__spell . ),0.0
nlp:tfidf__sinc begin your,0.0
nlp:tfidf__shuffl librari .,0.0
nlp:tfidf__shuffl . ),0.0
nlp:tfidf__shroud end turn,0.0
nlp:tfidf__shroud . (,0.0
nlp:tfidf__shroud ( creatur,0.0
nlp:tfidf__share creatur type,0.0
nlp:tfidf__share color .,0.0
nlp:tfidf__shadow . ),0.0
nlp:tfidf__shadow ( creatur,0.0
nlp:tfidf__spell . &,0.0
nlp:tfidf__spell . each,0.0
nlp:tfidf__spell masteri two,0.0
nlp:tfidf__spell convert mana,0.0
nlp:tfidf__spell exil card,0.0
nlp:tfidf__spell evok cost,0.0
nlp:tfidf__spell enchant creatur,0.0
nlp:tfidf__spell each turn,0.0
nlp:tfidf__spell declar attack,0.0
nlp:tfidf__spell dash cost,0.0
nlp:tfidf__spell creatur get,0.0
nlp:tfidf__spell counter way,0.0
nlp:tfidf__spell cost {2},0.0
nlp:tfidf__spell cost .,0.0
nlp:tfidf__spell cast turn,0.0
nlp:tfidf__spell . spell,0.0
nlp:tfidf__spell cardnam get,0.0
nlp:tfidf__spell cardnam deal,0.0
nlp:tfidf__spell can't counter,0.0
nlp:tfidf__spell ani time,0.0
nlp:tfidf__spell among card,0.0
nlp:tfidf__spell activ abil,0.0
nlp:tfidf__spell abil your,0.0
nlp:tfidf__spell abil oppon,0.0
nlp:tfidf__spell abil .,0.0
nlp:tfidf__spell . you,0.0
nlp:tfidf__seven card your,0.0
nlp:tfidf__seven card .,0.0
nlp:tfidf__servo artifact creatur,0.0
nlp:tfidf__return target nonland,0.0
nlp:tfidf__reveal creatur card,0.0
nlp:tfidf__reveal card your,0.0
nlp:tfidf__reveal card random,0.0
nlp:tfidf__reveal card put,0.0
nlp:tfidf__reveal . you,0.0
nlp:tfidf__return your hand,0.0
nlp:tfidf__return x target,0.0
nlp:tfidf__return unblock attack,0.0
nlp:tfidf__return target spirit,0.0
nlp:tfidf__return target perman,0.0
nlp:tfidf__return target instant,0.0
nlp:tfidf__scri 2 .,0.0
nlp:tfidf__return target enchant,0.0
nlp:tfidf__return target card,0.0
nlp:tfidf__return owner hand,0.0
nlp:tfidf__return one target,0.0
nlp:tfidf__return land you,0.0
nlp:tfidf__return exil card,0.0
nlp:tfidf__return creatur owner,0.0
nlp:tfidf__return creatur card,0.0
nlp:tfidf__return cardnam your,0.0
nlp:tfidf__return cardnam owner,0.0
nlp:tfidf__reveal hand .,0.0
nlp:tfidf__reveal put your,0.0
nlp:tfidf__reveal shuffl your,0.0
nlp:tfidf__reveal top card,0.0
nlp:tfidf__scri 1 .,0.0
nlp:tfidf__scion creatur token,0.0
nlp:tfidf__say destroy destroy,0.0
nlp:tfidf__saprol creatur token,0.0
nlp:tfidf__saga enter your,0.0
nlp:tfidf__sacrific land :,0.0
nlp:tfidf__sacrific land .,0.0
nlp:tfidf__sacrific iii .,0.0
nlp:tfidf__sacrific goblin :,0.0
nlp:tfidf__sacrific creatur .,0.0
nlp:tfidf__sacrific cardnam unless,0.0
nlp:tfidf__sacrific cardnam .,0.0
nlp:tfidf__sacrific begin next,0.0
nlp:tfidf__sacrific anoth creatur,0.0
nlp:tfidf__sacrific . you,0.0
nlp:tfidf__sacrific . ),0.0
nlp:tfidf__sacrif enter battlefield,0.0
nlp:tfidf__sacrif creatur power,0.0
nlp:tfidf__rogu warrior wizard,0.0
nlp:tfidf__reveal way your,0.0
nlp:tfidf__reveal top four,0.0
nlp:tfidf__spell mana cost,0.0
nlp:tfidf__spell mutat cost,0.0
nlp:tfidf__target perman .,0.0
nlp:tfidf__target copi .,0.0
nlp:tfidf__target creatur oppon,0.0
nlp:tfidf__target creatur lose,0.0
nlp:tfidf__target creatur fli,0.0
nlp:tfidf__target creatur end,0.0
nlp:tfidf__target creatur each,0.0
nlp:tfidf__target creatur defend,0.0
nlp:tfidf__target creatur convert,0.0
nlp:tfidf__target creatur can't,0.0
nlp:tfidf__target creatur block,0.0
nlp:tfidf__target creatur becom,0.0
nlp:tfidf__target cardnam put,0.0
nlp:tfidf__target creatur planeswalk,0.0
nlp:tfidf__target card your,0.0
nlp:tfidf__target beyond first,0.0
nlp:tfidf__target attack creatur,0.0
nlp:tfidf__target attack block,0.0
nlp:tfidf__target artifact enchant,0.0
nlp:tfidf__target artifact card,0.0
nlp:tfidf__target artifact .,0.0
nlp:tfidf__tap untap creatur,0.0
nlp:tfidf__tap two untap,0.0
nlp:tfidf__tap two target,0.0
nlp:tfidf__target creatur owner,0.0
nlp:tfidf__target creatur player,0.0
nlp:tfidf__spell overload cost,0.0
nlp:tfidf__target land you,0.0
nlp:tfidf__target oppon sacrific,0.0
nlp:tfidf__target oppon planeswalk,0.0
nlp:tfidf__target oppon lose,0.0
nlp:tfidf__target oppon gain,0.0
nlp:tfidf__target oppon exil,0.0
nlp:tfidf__target oppon discard,0.0
nlp:tfidf__target oppon control,0.0
nlp:tfidf__target nonland perman,0.0
nlp:tfidf__target nonblack creatur,0.0
nlp:tfidf__target non-human creatur,0.0
nlp:tfidf__target land card,0.0
nlp:tfidf__target creatur power,0.0
nlp:tfidf__target land becom,0.0
nlp:tfidf__target instant sorceri,0.0
nlp:tfidf__target equal number,0.0
nlp:tfidf__target enchant .,0.0
nlp:tfidf__target dealt damag,0.0
nlp:tfidf__target creatur x,0.0
nlp:tfidf__target creatur without,0.0
nlp:tfidf__target creatur turn,0.0
nlp:tfidf__target creatur top,0.0
nlp:tfidf__target creatur spell,0.0
nlp:tfidf__tap target creatur,0.0
nlp:tfidf__tap shuffl your,0.0
nlp:tfidf__tap remov damag,0.0
nlp:tfidf__spend mana though,0.0
nlp:tfidf__start you each,0.0
nlp:tfidf__stack player can't,0.0
nlp:tfidf__spore counter cardnam,0.0
nlp:tfidf__splice onto arcan,0.0
nlp:tfidf__splice cost .,0.0
nlp:tfidf__spirit creatur token,0.0
nlp:tfidf__spirit card convert,0.0
nlp:tfidf__spirit arcan spell,0.0
nlp:tfidf__spent cast spell,0.0
nlp:tfidf__spent cast .,0.0
nlp:tfidf__spend mana cast,0.0
nlp:tfidf__tap land mana,0.0
nlp:tfidf__spell your oppon,0.0
nlp:tfidf__spell your hand,0.0
nlp:tfidf__spell you may,0.0
nlp:tfidf__spell you gain,0.0
nlp:tfidf__spell you control,0.0
nlp:tfidf__spell without pay,0.0
nlp:tfidf__spell target creatur,0.0
nlp:tfidf__spell target cardnam,0.0
nlp:tfidf__spell stack player,0.0
nlp:tfidf__spell put +1/+1,0.0
nlp:tfidf__stay battlefield creatur,0.0
nlp:tfidf__step . &,0.0
nlp:tfidf__step . activ,0.0
nlp:tfidf__step add lore,0.0
nlp:tfidf__tap enchant creatur,0.0
nlp:tfidf__tap done activ,0.0
nlp:tfidf__tap creatur .,0.0
nlp:tfidf__tap cast spell,0.0
nlp:tfidf__tap attack .,0.0
nlp:tfidf__tap ani number,0.0
nlp:tfidf__tap 2/2 black,0.0
nlp:tfidf__tap . shuffl,0.0
nlp:tfidf__tap . ),0.0
nlp:tfidf__tap . &,0.0
nlp:tfidf__swampwalk ( creatur,0.0
nlp:tfidf__swamp . ),0.0
nlp:tfidf__strive spell cost,0.0
nlp:tfidf__strike end turn,0.0
nlp:tfidf__strike . &,0.0
nlp:tfidf__strike ( creatur,0.0
nlp:tfidf__strike & cardnam,0.0
nlp:tfidf__storm ( you,0.0
nlp:tfidf__still land .,0.0
nlp:tfidf__step you may,0.0
nlp:tfidf__step would leav,0.0
nlp:tfidf__would dealt dealt,0.0
nlp:tfidf__would dealt turn,0.0
nlp:tfidf__return card battlefield,0.0
nlp:tfidf__{3} ( {3},0.0
nlp:tfidf__{3} {t} :,0.0
nlp:tfidf__{3} {r} :,0.0
nlp:tfidf__{3} {r} (,0.0
nlp:tfidf__{3} {g} :,0.0
nlp:tfidf__{3} {b} {b},0.0
nlp:tfidf__{3} {b} (,0.0
nlp:tfidf__{3} you cast,0.0
nlp:tfidf__{3} : cardnam,0.0
nlp:tfidf__{3} : attach,0.0
nlp:tfidf__{3} . turn,0.0
nlp:tfidf__{3} ( you,0.0
nlp:tfidf__{3} {u} :,0.0
nlp:tfidf__{2} {w} {t},0.0
nlp:tfidf__{2} {w} :,0.0
nlp:tfidf__{2} {w} (,0.0
nlp:tfidf__{2} {u} {u},0.0
nlp:tfidf__{2} {u} {t},0.0
nlp:tfidf__{2} {u} :,0.0
nlp:tfidf__{2} {t} sacrific,0.0
nlp:tfidf__{2} {t} :,0.0
nlp:tfidf__{2} {r} {t},0.0
nlp:tfidf__{2} {r} sacrific,0.0
nlp:tfidf__{3} {u} (,0.0
nlp:tfidf__{3} {u} {u},0.0
nlp:tfidf__{2} {g} {t},0.0
nlp:tfidf__{b} : target,0.0
nlp:tfidf__{c} . &,0.0
nlp:tfidf__{b} {t} sacrific,0.0
nlp:tfidf__{b} {b} {t},0.0
nlp:tfidf__{b} {b} {b},0.0
nlp:tfidf__{b} {b} :,0.0
nlp:tfidf__{b} {b} (,0.0
nlp:tfidf__{b} you cast,0.0
nlp:tfidf__{b} sacrific creatur,0.0
nlp:tfidf__{b} sacrific cardnam,0.0
nlp:tfidf__{b} discard card,0.0
nlp:tfidf__{b} : return,0.0
nlp:tfidf__{3} {w} (,0.0
nlp:tfidf__{b} : regener,0.0
nlp:tfidf__{b} : cardnam,0.0
nlp:tfidf__{b} . you,0.0
nlp:tfidf__{b} . &,0.0
nlp:tfidf__{b} ( {1},0.0
nlp:tfidf__{4} {u} (,0.0
nlp:tfidf__{4} {t} :,0.0
nlp:tfidf__{4} you cast,0.0
nlp:tfidf__{4} ( you,0.0
nlp:tfidf__{3} {w} :,0.0
nlp:tfidf__{2} {r} :,0.0
nlp:tfidf__{2} {g} {g},0.0
nlp:tfidf__would destroy turn,0.0
nlp:tfidf__{1} sacrific cardnam,0.0
nlp:tfidf__{1} {r} (,0.0
nlp:tfidf__{1} {g} {t},0.0
nlp:tfidf__{1} {g} sacrific,0.0
nlp:tfidf__{1} {g} :,0.0
nlp:tfidf__{1} {g} (,0.0
nlp:tfidf__{1} {b} {t},0.0
nlp:tfidf__{1} {b} {b},0.0
nlp:tfidf__{1} {b} sacrific,0.0
nlp:tfidf__{1} {b} :,0.0
nlp:tfidf__{1} {b} (,0.0
nlp:tfidf__{1} one mana,0.0
nlp:tfidf__{1} {r} {r},0.0
nlp:tfidf__{1} discard card,0.0
nlp:tfidf__{1} : cardnam,0.0
nlp:tfidf__{1} : attach,0.0
nlp:tfidf__{1} . you,0.0
nlp:tfidf__{1} ( {1},0.0
nlp:tfidf__{1} ( begin,0.0
nlp:tfidf__zombi you control,0.0
nlp:tfidf__zombi creatur token,0.0
nlp:tfidf__zombi armi creatur,0.0
nlp:tfidf__your upkeep you,0.0
nlp:tfidf__{1} {r} :,0.0
nlp:tfidf__{1} {r} {t},0.0
nlp:tfidf__{2} {g} :,0.0
nlp:tfidf__{2} : cardnam,0.0
nlp:tfidf__{2} {g} (,0.0
nlp:tfidf__{2} {b} {t},0.0
nlp:tfidf__{2} {b} {b},0.0
nlp:tfidf__{2} {b} :,0.0
nlp:tfidf__{2} {b} (,0.0
nlp:tfidf__{2} sacrific cardnam,0.0
nlp:tfidf__{2} sacrific artifact,0.0
nlp:tfidf__{2} exil card,0.0
nlp:tfidf__{2} discard card,0.0
nlp:tfidf__{2} : target,0.0
nlp:tfidf__{2} : attach,0.0
nlp:tfidf__{1} {t} sacrific,0.0
nlp:tfidf__{2} . you,0.0
nlp:tfidf__{2} ( {2},0.0
nlp:tfidf__{2} ( you,0.0
nlp:tfidf__{1} {w} {t},0.0
nlp:tfidf__{1} {w} :,0.0
nlp:tfidf__{1} {w} (,0.0
nlp:tfidf__{1} {u} {u},0.0
nlp:tfidf__{1} {u} {t},0.0
nlp:tfidf__{1} {u} :,0.0
nlp:tfidf__{1} {u} (,0.0
nlp:tfidf__{c} repres colorless,0.0
nlp:tfidf__{e} ( two,0.0
nlp:tfidf__{e} . you,0.0
nlp:tfidf__{u} : return,0.0
nlp:tfidf__{w} . you,0.0
nlp:tfidf__{w} . &,0.0
nlp:tfidf__{u} {u} {t},0.0
nlp:tfidf__{u} {u} :,0.0
nlp:tfidf__{u} {t} :,0.0
nlp:tfidf__{u} {b} {r},0.0
nlp:tfidf__{u} you cast,0.0
nlp:tfidf__{u} sacrific cardnam,0.0
nlp:tfidf__{u} discard card,0.0
nlp:tfidf__{u} : target,0.0
nlp:tfidf__{u} : cardnam,0.0
nlp:tfidf__{w} : creat,0.0
nlp:tfidf__{u} . you,0.0
nlp:tfidf__{u} . &,0.0
nlp:tfidf__{u} ( you,0.0
nlp:tfidf__{t} tap untap,0.0
nlp:tfidf__{t} soon come,0.0
nlp:tfidf__{t} sacrific creatur,0.0
nlp:tfidf__{t} sacrific cardnam,0.0
nlp:tfidf__{t} sacrific artifact,0.0
nlp:tfidf__{t} remov charg,0.0
nlp:tfidf__{t} discard card,0.0
nlp:tfidf__{w} : cardnam,0.0
nlp:tfidf__{w} : next,0.0
nlp:tfidf__{e} {e} (,0.0
other:types_Tribal,0.0
other:subtypes_Vehicle,0.0
other:subtypes_Trap,0.0
other:subtypes_Shrine,0.0
other:subtypes_Saga,0.0
other:subtypes_Rune,0.0
other:subtypes_Lesson,0.0
other:subtypes_Fortification,0.0
other:subtypes_Food,0.0
other:subtypes_Cartouche,0.0
other:subtypes_Arcane,0.0
other:types_Planeswalker,0.0
nlp:tfidf__{w} : target,0.0
other:types_Creature,0.0
other:supertypes_World,0.0
other:supertypes_Snow,0.0
other:cost_C,0.0
nlp:tfidf__{w} {w} {t},0.0
nlp:tfidf__{w} {w} :,0.0
nlp:tfidf__{w} {u} {b},0.0
nlp:tfidf__{w} {t} :,0.0
nlp:tfidf__{w} you cast,0.0
nlp:tfidf__{w} sacrific cardnam,0.0
nlp:tfidf__{t} : you,0.0
nlp:tfidf__{t} : untap,0.0
nlp:tfidf__{t} : target,0.0
nlp:tfidf__{g} {g} (,0.0
nlp:tfidf__{r} : cardnam,0.0
nlp:tfidf__{r} . you,0.0
nlp:tfidf__{r} . &,0.0
nlp:tfidf__{r} ( begin,0.0
nlp:tfidf__{q} untap symbol,0.0
nlp:tfidf__{g} {t} sacrific,0.0
nlp:tfidf__{g} {t} :,0.0
nlp:tfidf__{g} {g} {g},0.0
nlp:tfidf__{g} {g} :,0.0
nlp:tfidf__{g} {g} .,0.0
nlp:tfidf__{g} you cast,0.0
nlp:tfidf__{t} : tap,0.0
nlp:tfidf__{g} sacrific cardnam,0.0
nlp:tfidf__{g} : target,0.0
nlp:tfidf__{g} : regener,0.0
nlp:tfidf__{g} : cardnam,0.0
nlp:tfidf__{g} . you,0.0
nlp:tfidf__{g} . &,0.0
nlp:tfidf__{g} ( you,0.0
nlp:tfidf__{e} {e} {e},0.0
nlp:tfidf__{e} {e} :,0.0
nlp:tfidf__{e} {e} .,0.0
nlp:tfidf__{r} : creatur,0.0
nlp:tfidf__{r} : return,0.0
nlp:tfidf__{r} discard card,0.0
nlp:tfidf__{r} sacrific cardnam,0.0
nlp:tfidf__{t} : search,0.0
nlp:tfidf__{t} : prevent,0.0
nlp:tfidf__{t} : look,0.0
nlp:tfidf__{t} : gain,0.0
nlp:tfidf__{t} : exil,0.0
nlp:tfidf__{t} : each,0.0
nlp:tfidf__{t} : draw,0.0
nlp:tfidf__{t} : destroy,0.0
nlp:tfidf__{t} : creatur,0.0
nlp:tfidf__{t} : creat,0.0
nlp:tfidf__{t} : choos,0.0
nlp:tfidf__{s} paid one,0.0
nlp:tfidf__{r} {t} sacrific,0.0
nlp:tfidf__{r} {t} discard,0.0
nlp:tfidf__{r} {t} :,0.0
nlp:tfidf__{r} {r} {r},0.0
nlp:tfidf__{r} {r} :,0.0
nlp:tfidf__{r} {r} .,0.0
nlp:tfidf__{r} {r} (,0.0
nlp:tfidf__{r} {g} :,0.0
nlp:tfidf__{r} you cast,0.0
nlp:tfidf__your upkeep sacrific,0.0
nlp:tfidf__your upkeep return,0.0
nlp:tfidf__your upkeep remov,0.0
nlp:tfidf__you control one,0.0
nlp:tfidf__you control would,0.0
nlp:tfidf__you control turn,0.0
nlp:tfidf__you control total,0.0
nlp:tfidf__you control ten,0.0
nlp:tfidf__you control target,0.0
nlp:tfidf__you control swamp,0.0
nlp:tfidf__you control share,0.0
nlp:tfidf__you control return,0.0
nlp:tfidf__you control put,0.0
nlp:tfidf__you control plain,0.0
nlp:tfidf__you control left,0.0
nlp:tfidf__you creat 2/2,0.0
nlp:tfidf__you control island,0.0
nlp:tfidf__you control hast,0.0
nlp:tfidf__you control hand,0.0
nlp:tfidf__you control gain,0.0
nlp:tfidf__you control fli,0.0
nlp:tfidf__you control first,0.0
nlp:tfidf__you control fight,0.0
nlp:tfidf__you control enter,0.0
nlp:tfidf__you control each,0.0
nlp:tfidf__you control die,0.0
nlp:tfidf__you could cast,0.0
nlp:tfidf__you cycl cardnam,0.0
nlp:tfidf__you may choos,0.0
nlp:tfidf__you gain life,0.0
nlp:tfidf__you may attach,0.0
nlp:tfidf__you lose life,0.0
nlp:tfidf__you lose flip,0.0
nlp:tfidf__you lose 2,0.0
nlp:tfidf__you lose 1,0.0
nlp:tfidf__you get {e},0.0
nlp:tfidf__you get emblem,0.0
nlp:tfidf__you get citi,0.0
nlp:tfidf__you gain x,0.0
nlp:tfidf__you gain much,0.0
nlp:tfidf__you gain hast,0.0
nlp:tfidf__you discard card,0.0
nlp:tfidf__you gain 5,0.0
nlp:tfidf__you gain 4,0.0
nlp:tfidf__you gain 3,0.0
nlp:tfidf__you exil your,0.0
nlp:tfidf__you exil nonland,0.0
nlp:tfidf__you each player,0.0
nlp:tfidf__you each oppon,0.0
nlp:tfidf__you draw two,0.0
nlp:tfidf__you draw card,0.0
nlp:tfidf__you divid creatur,0.0
nlp:tfidf__you control deal,0.0
nlp:tfidf__you control creatur,0.0
nlp:tfidf__you control count,0.0
nlp:tfidf__x greatest power,0.0
nlp:tfidf__you becom monarch,0.0
nlp:tfidf__you attack turn,0.0
nlp:tfidf__you add card,0.0
nlp:tfidf__you . mutat,0.0
nlp:tfidf__you . &,0.0
nlp:tfidf__x your devot,0.0
nlp:tfidf__x target creatur,0.0
nlp:tfidf__x number creatur,0.0
nlp:tfidf__x number card,0.0
nlp:tfidf__x life x,0.0
nlp:tfidf__x damag target,0.0
nlp:tfidf__you control chosen,0.0
nlp:tfidf__x damag each,0.0
nlp:tfidf__x damag divid,0.0
nlp:tfidf__x damag ani,0.0
nlp:tfidf__x card your,0.0
nlp:tfidf__x card x,0.0
nlp:tfidf__x card .,0.0
nlp:tfidf__x +1/+1 counter,0.0
nlp:tfidf__would put graveyard,0.0
nlp:tfidf__would leav battlefield,0.0
nlp:tfidf__would die turn,0.0
nlp:tfidf__you can't cast,0.0
nlp:tfidf__you can't sacrific,0.0
nlp:tfidf__you card hand,0.0
nlp:tfidf__you cardnam deal,0.0
nlp:tfidf__you control cardnam,0.0
nlp:tfidf__you control can't,0.0
nlp:tfidf__you control both,0.0
nlp:tfidf__you control block,0.0
nlp:tfidf__you control attack,0.0
nlp:tfidf__you control artifact,0.0
nlp:tfidf__you control anoth,0.0
nlp:tfidf__you control :,0.0
nlp:tfidf__you control &,0.0
nlp:tfidf__you choos among,0.0
nlp:tfidf__you chang text,0.0
nlp:tfidf__you cast your,0.0
nlp:tfidf__you cast spirit,0.0
nlp:tfidf__you cast noncreatur,0.0
nlp:tfidf__you cast mad,0.0
nlp:tfidf__you cast instant,0.0
nlp:tfidf__you cast creatur,0.0
nlp:tfidf__you cast cost,0.0
nlp:tfidf__you cast card,0.0
nlp:tfidf__you cast arcan,0.0
nlp:tfidf__you cast .,0.0
nlp:tfidf__you may cardnam,0.0
nlp:tfidf__you may creatur,0.0
nlp:tfidf__your upkeep each,0.0
nlp:tfidf__your hand rather,0.0
nlp:tfidf__your librari artifact,0.0
nlp:tfidf__your librari ani,0.0
nlp:tfidf__your librari and/or,0.0
nlp:tfidf__your last upkeep,0.0
nlp:tfidf__your hand your,0.0
nlp:tfidf__your hand without,0.0
nlp:tfidf__your hand tap,0.0
nlp:tfidf__your hand shuffl,0.0
nlp:tfidf__your hand rest,0.0
nlp:tfidf__your hand resolv,0.0
nlp:tfidf__your hand onto,0.0
nlp:tfidf__your librari card,0.0
nlp:tfidf__your hand land,0.0
nlp:tfidf__your hand face,0.0
nlp:tfidf__your hand exil,0.0
nlp:tfidf__your hand draw,0.0
nlp:tfidf__your hand :,0.0
nlp:tfidf__your graveyard you,0.0
nlp:tfidf__your graveyard top,0.0
nlp:tfidf__your graveyard rest,0.0
nlp:tfidf__your graveyard put,0.0
nlp:tfidf__your graveyard flashback,0.0
nlp:tfidf__your librari basic,0.0
nlp:tfidf__your librari creatur,0.0
nlp:tfidf__you may deal,0.0
nlp:tfidf__your open hand,0.0
nlp:tfidf__your upkeep cardnam,0.0
nlp:tfidf__your upkeep came,0.0
nlp:tfidf__your turn you,0.0
nlp:tfidf__your turn cardnam,0.0
nlp:tfidf__your turn attack,0.0
nlp:tfidf__your turn .,0.0
nlp:tfidf__your parti consist,0.0
nlp:tfidf__your parti .,0.0
nlp:tfidf__your oppon cast,0.0
nlp:tfidf__your oppon can't,0.0
nlp:tfidf__your next upkeep,0.0
nlp:tfidf__your librari put,0.0
nlp:tfidf__your next untap,0.0
nlp:tfidf__your next turn,0.0
nlp:tfidf__your main phase,0.0
nlp:tfidf__your librari you,0.0
nlp:tfidf__your librari x,0.0
nlp:tfidf__your librari way,0.0
nlp:tfidf__your librari two,0.0
nlp:tfidf__your librari three,0.0
nlp:tfidf__your librari rest,0.0
nlp:tfidf__your librari random,0.0
nlp:tfidf__your graveyard escap,0.0
nlp:tfidf__your graveyard discard,0.0
nlp:tfidf__your graveyard cast,0.0
nlp:tfidf__you may search,0.0
nlp:tfidf__you put +1/+1,0.0
nlp:tfidf__you planeswalk you,0.0
nlp:tfidf__you perman you,0.0
nlp:tfidf__you pay upkeep,0.0
nlp:tfidf__you pay entwin,0.0
nlp:tfidf__you pay echo,0.0
nlp:tfidf__you outsid game,0.0
nlp:tfidf__you may untap,0.0
nlp:tfidf__you may tap,0.0
nlp:tfidf__you may spend,0.0
nlp:tfidf__you may remov,0.0
nlp:tfidf__your graveyard cardnam,0.0
nlp:tfidf__you may play,0.0
nlp:tfidf__you may pair,0.0
nlp:tfidf__you may move,0.0
nlp:tfidf__you may mill,0.0
nlp:tfidf__you may look,0.0
nlp:tfidf__you may exil,0.0
nlp:tfidf__you may exert,0.0
nlp:tfidf__you may draw,0.0
nlp:tfidf__you may discard,0.0
nlp:tfidf__you may destroy,0.0
nlp:tfidf__you put card,0.0
nlp:tfidf__you return card,0.0
nlp:tfidf__you return cardnam,0.0
nlp:tfidf__you sacrif enter,0.0
nlp:tfidf__your end step,0.0
nlp:tfidf__your creatur help,0.0
nlp:tfidf__your control you,0.0
nlp:tfidf__your control target,0.0
nlp:tfidf__your control sinc,0.0
nlp:tfidf__your control put,0.0
nlp:tfidf__your control creatur,0.0
nlp:tfidf__your control creat,0.0
nlp:tfidf__your control cardnam,0.0
nlp:tfidf__your choic would,0.0
nlp:tfidf__your choic end,0.0
nlp:tfidf__your artifact help,0.0
nlp:tfidf__you you may,0.0
nlp:tfidf__you you gain,0.0
nlp:tfidf__you win flip,0.0
nlp:tfidf__you two command,0.0
nlp:tfidf__you turn prevent,0.0
nlp:tfidf__you tap done,0.0
nlp:tfidf__you tap cast,0.0
nlp:tfidf__you shuffl your,0.0
nlp:tfidf__you search your,0.0
nlp:tfidf__return card your,0.0
nlp:tfidf__return anoth target,0.0
nlp:tfidf__die turn exil,0.0
nlp:tfidf__get +1/+2 end,0.0
nlp:tfidf__get +3/+0 end,0.0
nlp:tfidf__get +2/+2 long,0.0
nlp:tfidf__get +2/+2 gain,0.0
nlp:tfidf__get +2/+2 end,0.0
nlp:tfidf__get +2/+2 .,0.0
nlp:tfidf__get +2/+1 end,0.0
nlp:tfidf__get +2/+0 gain,0.0
nlp:tfidf__get +2/+0 end,0.0
nlp:tfidf__get +2/+0 .,0.0
nlp:tfidf__get +1/-1 end,0.0
nlp:tfidf__get +1/+1 long,0.0
nlp:tfidf__get +3/+3 gain,0.0
nlp:tfidf__get +1/+1 gain,0.0
nlp:tfidf__get +1/+1 end,0.0
nlp:tfidf__get +1/+0 .,0.0
nlp:tfidf__get +0/+3 end,0.0
nlp:tfidf__get +0/+2 end,0.0
nlp:tfidf__get +0/+1 end,0.0
nlp:tfidf__game . ),0.0
nlp:tfidf__gain {t} :,0.0
nlp:tfidf__gain x life,0.0
nlp:tfidf__gain vigil end,0.0
nlp:tfidf__get +3/+3 end,0.0
nlp:tfidf__get +4/+4 end,0.0
nlp:tfidf__gain shroud end,0.0
nlp:tfidf__golem artifact creatur,0.0
nlp:tfidf__graveyard flashback cost,0.0
nlp:tfidf__graveyard escap cost,0.0
nlp:tfidf__graveyard cast spell,0.0
nlp:tfidf__graveyard cardnam get,0.0
nlp:tfidf__graveyard card name,0.0
nlp:tfidf__graveyard battlefield return,0.0
nlp:tfidf__graveyard : put,0.0
nlp:tfidf__graveyard : each,0.0
nlp:tfidf__graveyard : creat,0.0
nlp:tfidf__graveyard . you,0.0
nlp:tfidf__goblin creatur token,0.0
nlp:tfidf__get +x/+0 end,0.0
nlp:tfidf__give each anoth,0.0
nlp:tfidf__get {e} {e},0.0
nlp:tfidf__get emblem whenev,0.0
nlp:tfidf__get citi bless,0.0
nlp:tfidf__get -x/-x end,0.0
nlp:tfidf__get -3/-3 end,0.0
nlp:tfidf__get -2/-2 end,0.0
nlp:tfidf__get -2/-0 end,0.0
nlp:tfidf__get -1/-1 end,0.0
nlp:tfidf__get +x/+x end,0.0
nlp:tfidf__gain trampl end,0.0
nlp:tfidf__gain reach end,0.0
nlp:tfidf__level sorceri .,0.0
nlp:tfidf__fli & {t},0.0
nlp:tfidf__flip coin .,0.0
nlp:tfidf__fli vigil &,0.0
nlp:tfidf__fli reach .,0.0
nlp:tfidf__fli lifelink &,0.0
nlp:tfidf__fli hast &,0.0
nlp:tfidf__fli end turn,0.0
nlp:tfidf__fli . ),0.0
nlp:tfidf__fli . &,0.0
nlp:tfidf__fli ( creatur,0.0
nlp:tfidf__fli & {u},0.0
nlp:tfidf__fli & {r},0.0
nlp:tfidf__forest you control,0.0
nlp:tfidf__fli & {b},0.0
nlp:tfidf__fli & {3},0.0
nlp:tfidf__fli & {2},0.0
nlp:tfidf__fli & sacrific,0.0
nlp:tfidf__fli & creatur,0.0
nlp:tfidf__fli & begin,0.0
nlp:tfidf__flash ( you,0.0
nlp:tfidf__flash & fli,0.0
nlp:tfidf__flash & enchant,0.0
nlp:tfidf__flash & cardnam,0.0
nlp:tfidf__forest card put,0.0
nlp:tfidf__forestwalk ( creatur,0.0
nlp:tfidf__gain protect color,0.0
nlp:tfidf__gain doubl strike,0.0
nlp:tfidf__gain much life,0.0
nlp:tfidf__gain menac end,0.0
nlp:tfidf__gain lifelink end,0.0
nlp:tfidf__gain life put,0.0
nlp:tfidf__gain life equal,0.0
nlp:tfidf__gain hexproof end,0.0
nlp:tfidf__gain hast return,0.0
nlp:tfidf__gain hast .,0.0
nlp:tfidf__gain first strike,0.0
nlp:tfidf__gain fear end,0.0
nlp:tfidf__gain deathtouch end,0.0
